"Blooket
Import Template",,,,,,,
677,"If apples are NOT happy, then narwhals are jealous.

What is the inverse?","If narwhals are NOT jealous, then apples are NOT happy.","If apples are happy, then narwhals are NOT jealous.","If narwhals are NOT jealous, then apples are happy.","If narwhals are jealous, then apples are NOT happy.",30,2
678,"If elephants are zombies, then snakes are furious.

What is the inverse?","If snakes are furious, then elephants are NOT zombies.","If snakes are NOT furious, then elephants are NOT zombies.","If elephants are NOT zombies, then snakes are NOT furious.","If snakes are furious, then elephants are zombies.",30,3
679,"If jaguars are NOT indigo, then giraffes are NOT jealous.

What is the converse?","If jaguars are indigo, then giraffes are jealous.","If giraffes are NOT jealous, then jaguars are NOT indigo.","If giraffes are NOT jealous, then jaguars are indigo.","If giraffes are jealous, then jaguars are indigo.",30,2
680,"If kangaroos are NOT furious, then mice are green.

What is the inverse?","If mice are NOT green, then kangaroos are NOT furious.","If mice are green, then kangaroos are NOT furious.","If kangaroos are furious, then mice are NOT green.","If mice are NOT green, then kangaroos are furious.",30,3
681,"If violins are NOT queens, then kangaroos are NOT lame.

What is the inverse?","If kangaroos are lame, then violins are queens.","If violins are queens, then kangaroos are lame.","If kangaroos are lame, then violins are NOT queens.","If kangaroos are NOT lame, then violins are NOT queens.",30,2
682,"If hawks are zombies, then tulips are NOT jealous.

What is the converse?","If hawks are NOT zombies, then tulips are jealous.","If tulips are jealous, then hawks are NOT zombies.","If tulips are NOT jealous, then hawks are zombies.","If tulips are jealous, then hawks are zombies.",30,3
683,"If elephants are NOT umpires, then bugs are NOT weak.

What is the inverse?","If bugs are weak, then elephants are umpires.","If bugs are weak, then elephants are NOT umpires.","If elephants are umpires, then bugs are weak.","If bugs are NOT weak, then elephants are NOT umpires.",30,3
684,"If tulips are enigmatic, then elephants are NOT green.

What is the inverse?","If tulips are NOT enigmatic, then elephants are NOT green.","If elephants are NOT green, then tulips are enigmatic.","If tulips are NOT enigmatic, then elephants are green.","If elephants are green, then tulips are NOT enigmatic.",30,3
685,"If snakes are indigo, then dogs are NOT transient.

What is the contrapositive?","If dogs are NOT transient, then snakes are indigo.","If snakes are NOT indigo, then dogs are NOT transient.","If snakes are NOT indigo, then dogs are transient.","If dogs are transient, then snakes are NOT indigo.",30,4
686,"If cats are blue, then flowers are xenophobic.

What is the inverse?","If cats are NOT blue, then flowers are NOT xenophobic.","If flowers are NOT xenophobic, then cats are blue.","If flowers are xenophobic, then cats are blue.","If flowers are NOT xenophobic, then cats are NOT blue.",30,1
687,"If cats are NOT furious, then hawks are NOT killers.

What is the inverse?","If cats are NOT furious, then hawks are killers.","If hawks are killers, then cats are furious.","If cats are furious, then hawks are killers.","If hawks are NOT killers, then cats are NOT furious.",30,3
688,"If elephants are violent, then kangaroos are awesome.

What is the contrapositive?","If kangaroos are NOT awesome, then elephants are NOT violent.","If kangaroos are awesome, then elephants are violent.","If elephants are NOT violent, then kangaroos are awesome.","If elephants are NOT violent, then kangaroos are NOT awesome.",30,1
689,"If insects are outgoing, then zebras are NOT menacing.

What is the converse?","If zebras are menacing, then insects are NOT outgoing.","If zebras are NOT menacing, then insects are outgoing.","If insects are NOT outgoing, then zebras are menacing.","If zebras are NOT menacing, then insects are NOT outgoing.",30,2
690,"If hawks are NOT curious, then umbrellas are NOT happy.

What is the converse?","If umbrellas are NOT happy, then hawks are NOT curious.","If hawks are curious, then umbrellas are happy.","If hawks are NOT curious, then umbrellas are happy.","If umbrellas are happy, then hawks are curious.",30,1
691,"If dogs are menacing, then narwhals are NOT zombies.

What is the inverse?","If narwhals are zombies, then dogs are menacing.","If narwhals are zombies, then dogs are NOT menacing.","If narwhals are NOT zombies, then dogs are menacing.","If dogs are NOT menacing, then narwhals are zombies.",30,4
692,"If dogs are menacing, then bugs are furious.

What is the converse?","If bugs are NOT furious, then dogs are NOT menacing.","If dogs are NOT menacing, then bugs are NOT furious.","If bugs are NOT furious, then dogs are menacing.","If bugs are furious, then dogs are menacing.",30,4
693,"If umbrellas are NOT red, then quokkas are NOT jealous.

What is the contrapositive?","If quokkas are NOT jealous, then umbrellas are NOT red.","If umbrellas are red, then quokkas are jealous.","If quokkas are jealous, then umbrellas are red.","If umbrellas are NOT red, then quokkas are jealous.",30,3
694,"If llamas are queens, then snakes are green.

What is the converse?","If llamas are queens, then snakes are NOT green.","If llamas are NOT queens, then snakes are NOT green.","If snakes are green, then llamas are queens.","If snakes are NOT green, then llamas are NOT queens.",30,3
695,"If insects are NOT transient, then elephants are NOT xenophobic.

What is the contrapositive?","If elephants are NOT xenophobic, then insects are transient.","If insects are transient, then elephants are xenophobic.","If elephants are xenophobic, then insects are transient.","If elephants are NOT xenophobic, then insects are NOT transient.",30,3
696,"If elephants are killers, then xylophones are NOT queens.

What is the converse?","If elephants are NOT killers, then xylophones are queens.","If xylophones are NOT queens, then elephants are killers.","If xylophones are queens, then elephants are NOT killers.","If xylophones are NOT queens, then elephants are NOT killers.",30,2
697,"If jaguars are killers, then snakes are NOT jealous.

What is the converse?","If jaguars are NOT killers, then snakes are NOT jealous.","If jaguars are NOT killers, then snakes are jealous.","If snakes are NOT jealous, then jaguars are killers.","If snakes are jealous, then jaguars are NOT killers.",30,3
698,"If elephants are lame, then umbrellas are transient.

What is the inverse?","If umbrellas are NOT transient, then elephants are NOT lame.","If umbrellas are NOT transient, then elephants are lame.","If elephants are NOT lame, then umbrellas are NOT transient.","If umbrellas are transient, then elephants are lame.",30,3
699,"If narwhals are NOT enigmatic, then hawks are red.

What is the contrapositive?","If hawks are red, then narwhals are enigmatic.","If hawks are red, then narwhals are NOT enigmatic.","If narwhals are enigmatic, then hawks are NOT red.","If hawks are NOT red, then narwhals are enigmatic.",30,4
700,"If narwhals are NOT furious, then jaguars are NOT enigmatic.

What is the contrapositive?","If jaguars are NOT enigmatic, then narwhals are NOT furious.","If jaguars are enigmatic, then narwhals are furious.","If narwhals are furious, then jaguars are enigmatic.","If jaguars are NOT enigmatic, then narwhals are furious.",30,2
701,"If zebras are NOT weak, then violins are happy.

What is the inverse?","If zebras are NOT weak, then violins are NOT happy.","If zebras are weak, then violins are NOT happy.","If violins are NOT happy, then zebras are weak.","If violins are happy, then zebras are NOT weak.",30,2
702,"If kangaroos are green, then bugs are lame.

What is the converse?","If kangaroos are NOT green, then bugs are NOT lame.","If bugs are lame, then kangaroos are green.","If bugs are NOT lame, then kangaroos are green.","If bugs are NOT lame, then kangaroos are NOT green.",30,2
703,"If zebras are NOT xenophobic, then xylophones are enigmatic.

What is the contrapositive?","If zebras are NOT xenophobic, then xylophones are NOT enigmatic.","If zebras are xenophobic, then xylophones are NOT enigmatic.","If xylophones are NOT enigmatic, then zebras are xenophobic.","If xylophones are enigmatic, then zebras are NOT xenophobic.",30,3
704,"If jaguars are sly, then llamas are red.

What is the contrapositive?","If llamas are NOT red, then jaguars are NOT sly.","If jaguars are sly, then llamas are NOT red.","If jaguars are NOT sly, then llamas are NOT red.","If llamas are red, then jaguars are sly.",30,1
705,"If tulips are NOT umpires, then cats are lame.

What is the inverse?","If cats are lame, then tulips are umpires.","If cats are NOT lame, then tulips are umpires.","If tulips are umpires, then cats are NOT lame.","If cats are lame, then tulips are NOT umpires.",30,3
706,"If hawks are NOT sly, then giraffes are NOT zombies.

What is the inverse?","If hawks are sly, then giraffes are zombies.","If giraffes are NOT zombies, then hawks are NOT sly.","If giraffes are NOT zombies, then hawks are sly.","If giraffes are zombies, then hawks are sly.",30,1
707,"If owls are zombies, then xylophones are NOT umpires.

What is the inverse?","If xylophones are NOT umpires, then owls are zombies.","If xylophones are umpires, then owls are NOT zombies.","If owls are NOT zombies, then xylophones are umpires.","If xylophones are umpires, then owls are zombies.",30,3
708,"If llamas are NOT sly, then whales are NOT transient.

What is the contrapositive?","If llamas are sly, then whales are transient.","If whales are NOT transient, then llamas are NOT sly.","If whales are transient, then llamas are sly.","If llamas are sly, then whales are NOT transient.",30,3
709,"If zebras are blue, then ponies are NOT menacing.

What is the contrapositive?","If zebras are NOT blue, then ponies are menacing.","If ponies are NOT menacing, then zebras are blue.","If zebras are blue, then ponies are menacing.","If ponies are menacing, then zebras are NOT blue.",30,4
710,"If flowers are awesome, then jaguars are lame.

What is the inverse?","If jaguars are lame, then flowers are NOT awesome.","If jaguars are NOT lame, then flowers are NOT awesome.","If jaguars are lame, then flowers are awesome.","If flowers are NOT awesome, then jaguars are NOT lame.",30,4
711,"If umbrellas are NOT lame, then apples are yellow.

What is the contrapositive?","If umbrellas are lame, then apples are NOT yellow.","If apples are yellow, then umbrellas are lame.","If apples are yellow, then umbrellas are NOT lame.","If apples are NOT yellow, then umbrellas are lame.",30,4
712,"If flowers are weak, then ponies are dangerous.

What is the inverse?","If flowers are NOT weak, then ponies are NOT dangerous.","If ponies are dangerous, then flowers are weak.","If ponies are NOT dangerous, then flowers are NOT weak.","If flowers are NOT weak, then ponies are dangerous.",30,1
